movie,image,movie_type,annot_group,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,sum,exp_sum,intensity1,intensity2,intensity3,intensity4,intensity5,intensity_mean,intensity_sd
CleanAM,clean_59_160187_170.jpg,A,1,1.17,0.96,0.74,0.52,0.15,0.21,0.44,0.68,0.41,0.69,1.13,0.08,0.97,0.0,1.09,1.15,1.68,12.07,0.0595051606882779,1,2,2,2,3,2.0,0.6324555320336759
CleanAM,clean_71_119787_87.jpg,A,6,0.0,0.0,0.0,0.09,0.17,2.47,2.22,1.37,0.0,0.0,1.53,1.04,1.66,0.0,0.83,0.81,0.0,12.19,0.0609499966599731,4,5,4,5,2,4.0,1.095445115010332
CleanAM,clean_49_125994_238.jpg,A,5,0.11,0.06,0.0,0.0,0.78,1.27,2.68,1.17,0.0,0.0,1.04,1.6,1.78,0.16,0.52,0.55,0.91,12.63,0.0634330468862226,4,3,4,5,5,4.2,0.7483314773547882
CleanAM,clean_46_130177_11.jpg,A,2,0.63,0.58,0.0,1.23,0.0,0.83,0.84,1.88,0.68,1.13,0.0,0.0,1.23,0.0,2.24,1.4,0.0,12.67,0.0580373578767805,3,3,5,2,3,3.2,0.9797958971132712
CleanAM,clean_76_147233_78.jpg,A,4,1.88,2.37,0.52,1.54,0.0,0.0,0.0,1.12,1.63,1.18,0.43,0.0,0.0,0.0,1.98,0.0,0.04,12.689999999999998,0.0651515531458881,3,3,4,5,3,3.6,0.8
CleanAM,clean_65_130345_112.jpg,A,2,0.0,0.0,0.0,0.29,1.06,2.16,1.75,0.0,0.0,0.0,5.0,1.27,0.0,1.22,0.12,0.0,0.0,12.87,0.0838583997061058,4,4,2,2,5,3.4,1.2
CleanAM,clean_62_132237_14.jpg,A,7,0.74,0.06,1.28,0.0,0.0,1.1,0.0,2.44,0.0,0.72,0.0,0.78,1.61,0.0,0.62,1.82,1.92,13.09,0.0577100599880185,3,5,4,2,2,3.2,1.16619037896906
CleanAM,clean_72_54449_101_SUB.jpg,A,6,1.26,0.98,1.76,1.47,0.85,0.4,0.0,1.98,0.8,0.0,0.42,0.0,0.0,0.0,1.89,1.05,0.24,13.1,0.0597460295107978,6,6,5,5,6,5.6,0.4898979485566356
CleanAM,clean_50_128649_27.jpg,A,3,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.53,0.0,0.83,2.48,0.97,0.0,1.73,0.7,2.17,1.29,13.16,0.0653608391272822,5,1,3,2,4,3.0,1.4142135623730951
CleanAM,clean_79_66990_1_SUB.jpg,A,1,1.66,0.0,0.0,0.0,1.32,1.79,0.0,1.65,2.23,0.72,0.0,1.53,0.0,0.44,1.27,0.0,0.66,13.27,0.0640944213507591,2,2,2,1,4,2.2,0.9797958971132712
CleanAM,clean_51_145177_58.jpg,A,4,2.74,1.97,1.25,0.0,0.0,0.0,0.0,1.81,0.98,0.0,0.37,0.0,0.6,0.0,1.38,2.25,0.03,13.379999999999995,0.0661228211421377,3,3,4,6,3,3.8,1.16619037896906
CleanAM,clean_80_107573_25.jpg,A,6,1.05,0.0,0.0,0.3,0.01,1.48,1.18,0.3,0.0,0.35,1.61,2.1,0.0,1.06,0.0,2.75,1.19,13.38,0.0734394305754826,2,2,4,1,2,2.2,0.9797958971132712
CleanAM,clean_45_83067_141.jpg,A,4,0.35,0.0,0.0,0.55,1.34,0.8,0.75,1.01,1.47,0.16,1.61,0.0,1.08,0.0,0.75,1.28,2.55,13.7,0.0693215177595447,4,4,4,3,3,3.6,0.4898979485566356
CleanAM,clean_66_36697_36.jpg,A,4,0.54,0.25,2.82,0.0,1.71,1.47,1.98,2.65,0.0,0.0,0.63,1.94,0.0,0.0,0.0,0.26,0.08,14.33,0.0667467750212622,1,2,4,6,2,3.0,1.7888543819998317
CleanAM,clean_84_151009_0.jpg,A,1,1.37,0.0,1.29,0.0,0.17,0.35,1.4,2.63,0.0,2.97,1.46,1.14,0.0,0.0,0.12,0.77,1.05,14.72,0.0675564399329436,1,2,3,1,4,2.2,1.16619037896906
CleanAM,clean_74_104201_93.jpg,A,7,0.15,0.0,3.16,0.0,1.26,0.4,1.8,3.04,0.65,1.69,0.08,1.71,0.0,0.31,0.0,0.0,0.54,14.790000000000004,0.0672566676214253,5,5,3,2,2,3.4,1.3564659966250538
CleanAM,clean_75_36893_107.jpg,A,2,1.22,0.0,1.56,0.09,1.31,1.17,1.81,2.75,0.48,2.07,0.72,1.59,0.83,0.0,0.0,0.0,0.25,15.85,0.0714185344292106,3,3,2,2,3,2.6,0.4898979485566356
CleanAM,clean_77_91409_62.jpg,A,9,0.0,0.0,0.0,0.0,2.7,2.06,0.61,2.22,3.15,2.62,0.0,1.4,0.0,0.0,0.65,0.0,0.71,16.12,0.0832266703052131,4,4,4,4,7,4.6,1.2
CleanAM,clean_78_105793_112.jpg,A,8,2.46,2.0,0.0,0.36,0.47,1.3,0.14,1.0,0.0,0.41,1.53,1.41,0.65,0.33,0.84,1.67,2.2,16.77,0.0878839271426052,3,2,3,2,5,3.0,1.095445115010332
CleanAM,clean_63_106861_25.jpg,A,3,1.99,0.88,0.57,0.26,0.0,0.58,1.0,1.51,0.46,1.28,0.25,1.71,0.0,0.0,1.16,3.03,3.11,17.79,0.0942239308632083,3,1,4,2,1,2.2,1.16619037896906
CleanAM,clean_69_148513_154.jpg,A,7,1.32,0.0,1.48,0.0,1.34,4.08,1.9,2.16,0.0,0.02,1.24,0.71,2.7,0.14,0.15,0.6,0.12,17.96,0.0951310000949952,1,3,5,3,2,2.8,1.32664991614216
CleanAM,clean_82_108281_53.jpg,A,7,0.0,0.0,1.25,0.0,0.06,0.65,1.91,2.44,0.0,1.36,5.0,0.0,0.0,5.0,0.02,0.0,1.36,19.05,0.1168649235183596,3,6,4,1,2,3.2,1.7204650534085253
CleanAM,clean_83_151009_349.jpg,A,8,1.47,0.0,1.88,0.0,0.0,0.74,1.75,2.52,0.0,3.46,1.78,2.01,0.0,0.04,1.76,2.28,0.07,19.76,0.1016350130021808,1,3,3,4,6,3.4,1.624807680927192
CleanAM,clean_64_106529_47.jpg,A,9,2.51,0.86,0.0,0.0,1.21,3.01,1.04,1.78,0.0,0.01,0.59,1.79,1.81,0.5,1.08,2.36,1.7,20.25,0.1063435160412828,1,2,5,2,4,2.8,1.469693845669907
ClickHM,click_16_86401_66.jpg,H,10,0.52,0.28,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.54,0.0,2.69,0.0134737481570593,4,4,4,4,1,3.4,1.2
ClickHM,click_1_25233_90.jpg,H,5,0.0,0.16,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.44,1.17,0.0,3.24,0.016766770770305,4,5,4,3,4,4.0,0.6324555320336759
ClickHM,click_9_33502_0.jpg,H,6,0.57,0.0,1.9,0.0,0.0,0.98,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0188165781137559,4,5,5,2,5,4.2,1.16619037896906
ClickHM,click_20_143589_55.jpg,H,2,0.0,0.0,0.68,0.96,0.0,1.04,0.48,0.39,0.71,0.2,0.0,0.0,0.0,0.0,0.31,0.0,0.0,4.77,0.0222786187059772,3,3,4,3,4,3.4,0.4898979485566356
ClickHM,click_18_95145_69.jpg,H,3,0.0,0.0,1.12,0.0,0.0,0.0,0.37,0.49,0.0,0.0,0.32,0.0,0.34,0.0,0.72,0.83,0.62,4.8100000000000005,0.0219287735589543,4,2,5,3,6,4.0,1.4142135623730951
ClickHM,click_4_80577_37.jpg,H,8,0.42,0.23,1.05,1.45,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.25,0.29,0.0,0.38,0.37,0.0,4.86,0.0249265867527791,6,5,6,5,5,5.4,0.4898979485566356
ClickHM,click_9_57866_54.jpg,H,9,1.31,0.0,0.66,0.96,0.0,0.12,0.0,0.61,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.62,0.16,5.04,0.022795215943007,2,4,4,2,5,3.4,1.2
ClickHM,click_13_110505_0.jpg,H,1,1.32,0.87,0.41,0.2,0.0,0.0,0.0,0.5,0.29,0.15,0.18,0.77,0.0,0.0,0.17,0.24,0.0,5.1000000000000005,0.0234281733080691,1,2,3,2,2,2.0,0.6324555320336759
ClickHM,click_11_113089_46.jpg,H,8,0.93,0.29,0.0,0.5,0.0,0.0,0.0,0.32,0.0,0.85,0.41,1.0,0.0,0.65,0.0,0.46,0.0,5.410000000000001,0.0258084264285039,3,3,1,1,5,2.6,1.4966629547095769
ClickHM,click_10_4095_33.jpg,H,10,1.3,0.78,0.0,0.39,0.1,0.0,0.0,0.83,0.07,0.91,0.15,0.0,0.0,0.02,0.24,0.71,0.0,5.5,0.0239336957874582,2,3,4,4,3,3.2,0.7483314773547882
ClickHM,click_33_80898_71.jpg,H,10,1.29,0.97,0.0,1.6,0.0,0.0,0.0,0.19,0.0,0.0,0.83,0.0,0.23,0.48,0.0,0.0,0.0,5.59,0.0285690222550913,4,3,3,5,1,3.2,1.32664991614216
ClickHM,click_39_106881_68.jpg,H,1,0.28,0.0,1.39,0.33,0.0,0.0,0.0,0.57,0.0,1.41,0.0,1.07,0.0,0.09,0.48,0.31,0.0,5.929999999999999,0.0280895710543057,2,3,2,2,3,2.4,0.4898979485566356
ClickHM,click_37_10382_56.jpg,H,7,0.74,0.07,0.73,0.49,0.0,1.36,0.16,0.0,0.0,0.0,0.82,0.0,0.11,0.0,0.28,1.23,0.0,5.990000000000002,0.0309661682724232,4,4,4,3,3,3.6,0.4898979485566356
ClickHM,click_30_31161_95.jpg,H,8,1.36,0.64,1.02,0.64,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.57,0.13,0.23,0.0,0.0,0.0,6.010000000000001,0.0314076904051247,2,4,6,5,5,4.4,1.3564659966250536
ClickHM,click_0_82209_14.jpg,H,10,0.93,0.3,0.81,0.0,0.0,0.0,0.0,0.6,0.37,0.76,0.0,0.0,0.0,0.0,0.7,1.23,0.31,6.010000000000001,0.0276806860294176,3,3,3,5,3,3.4,0.8
ClickHM,click_2_8337_19.jpg,H,5,0.34,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.62,0.32,0.88,0.9,0.88,1.06,0.0,0.31,1.19,6.52,0.0334975391407924,2,6,4,6,4,4.4,1.4966629547095764
ClickHM,click_7_37670_25.jpg,H,6,0.0,0.0,0.0,1.45,0.0,0.0,0.0,1.53,0.0,0.83,0.71,0.99,0.23,0.0,0.05,0.74,0.0,6.53,0.0260087513276817,3,1,2,2,2,2.0,0.6324555320336759
ClickHM,click_3_6873_16.jpg,H,2,1.54,0.0,0.2,0.0,0.0,0.0,0.0,0.26,0.0,0.18,1.19,0.89,0.29,0.37,0.0,0.67,1.2,6.79,0.0341911061576103,3,3,6,1,3,3.2,1.6
ClickHM,click_8_129017_58.jpg,H,6,0.07,0.0,0.24,0.0,0.37,0.0,0.57,1.86,0.06,1.01,0.71,0.63,0.67,0.0,0.34,0.44,0.0,6.970000000000001,0.0256363633892814,4,2,4,2,1,2.6,1.2
ClickHM,click_5_58129_58.jpg,H,8,0.0,0.0,0.0,0.0,0.64,0.0,0.81,1.5,0.82,0.97,0.43,1.17,0.4,0.52,0.0,0.0,0.0,7.26,0.0294419465240948,3,3,3,1,2,2.4,0.8
ClickHM,click_21_15234_29.jpg,H,8,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2.65,0.06,2.8,0.83,0.17,0.0,0.0,0.0,0.0,0.49,7.470000000000001,0.0277560692297997,2,5,6,5,6,4.8,1.469693845669907
ClickHM,click_61_144050_166.jpg,H,4,2.64,0.25,2.26,0.27,0.07,0.0,0.0,0.33,0.13,1.09,0.06,0.29,0.0,0.0,0.0,0.0,0.15,7.54,0.0414193892315285,1,3,3,4,3,2.8,0.9797958971132712
ClickHM,click_14_41513_82.jpg,H,7,0.05,0.0,1.77,0.0,0.37,1.89,0.56,0.0,0.0,0.0,0.55,0.13,0.0,0.0,0.08,2.03,0.27,7.699999999999999,0.042466845407715,2,6,5,6,2,4.2,1.833030277982336
ClickHM,click_24_64753_23.jpg,H,1,0.52,0.0,0.91,0.84,0.1,0.84,0.94,0.0,0.02,0.0,0.43,0.0,0.73,0.0,1.08,1.14,0.24,7.79,0.0399950871822055,1,2,3,2,2,2.0,0.6324555320336759
ClickHM,click_38_79257_76.jpg,H,9,1.72,1.24,0.13,0.98,0.0,0.0,0.0,0.8,0.05,0.78,0.0,0.0,0.0,0.0,0.84,1.68,0.0,8.22,0.0399142921155898,2,4,4,2,5,3.4,1.2
ClickHM,click_58_52443_17.jpg,H,1,2.57,1.99,1.34,1.18,0.0,0.0,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.88,0.12,0.01,8.329999999999998,0.0464379000536207,3,2,4,1,4,2.8,1.16619037896906
ClickHM,click_40_78562_10.jpg,H,2,0.13,0.0,0.02,0.44,0.57,0.77,0.0,0.79,1.45,1.06,0.0,0.21,0.0,0.31,1.72,0.37,0.59,8.43,0.0400456897372224,4,3,4,4,4,3.8,0.3999999999999999
ClickHM,click_43_45385_31.jpg,H,6,2.85,0.32,1.93,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.23,0.05,0.7,0.0,0.0,0.2,8.44,0.0478906247267289,5,3,4,4,5,4.2,0.7483314773547882
ClickHM,click_52_131083_70.jpg,H,9,2.93,0.34,0.3,0.92,0.65,1.01,0.73,0.01,0.11,0.0,0.87,0.0,0.0,0.0,0.13,0.45,0.0,8.450000000000001,0.0466833272324916,1,3,2,3,2,2.2,0.7483314773547882
ClickHM,click_26_32809_10.jpg,H,1,0.68,0.0,0.99,0.54,0.0,0.0,0.14,1.06,0.42,0.65,0.68,1.14,0.0,0.43,0.09,0.7,1.23,8.75,0.0393588168782613,2,2,2,1,1,1.6,0.4898979485566356
ClickHM,click_61_107449_41.jpg,H,8,0.68,1.37,0.68,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.57,0.68,0.0,0.0,1.18,2.28,0.61,8.86,0.0434592213306128,6,6,5,6,5,5.6,0.4898979485566356
ClickHM,click_22_119401_13.jpg,H,2,1.64,0.32,1.41,0.0,0.18,1.1,0.0,1.21,0.15,0.81,0.59,0.09,0.0,0.0,0.0,1.16,0.22,8.88,0.0404451665712886,5,3,2,1,4,3.0,1.4142135623730951
ClickHM,click_28_75041_126.jpg,H,7,1.03,1.56,0.0,0.0,0.03,0.29,0.0,0.67,0.87,0.0,0.0,0.65,0.09,0.0,1.48,0.0,2.44,9.11,0.0466249909889553,3,6,5,6,2,4.4,1.624807680927192
ClickHM,click_54_77665_35.jpg,H,4,0.6,0.0,1.49,0.81,0.11,0.35,1.18,0.66,0.0,0.0,0.16,0.0,0.0,0.0,1.66,2.11,0.0,9.13,0.0461898831009963,6,6,5,6,4,5.4,0.8
ClickHM,click_31_22364_147.jpg,H,3,3.2,1.28,0.71,0.01,0.0,0.0,0.0,0.97,0.39,1.09,0.27,0.0,0.0,0.37,0.71,0.0,0.15,9.15,0.0466633909904302,1,1,5,3,4,2.8,1.6
ClickHM,click_45_76041_103.jpg,H,5,1.24,0.65,1.02,0.0,0.0,0.61,0.0,0.37,0.0,0.22,0.29,0.0,0.0,0.0,2.55,1.97,0.35,9.27,0.0494613729116127,4,6,5,6,6,5.4,0.7999999999999999
ClickHM,click_50_78777_128.jpg,H,2,0.51,0.0,1.83,0.37,0.0,2.05,0.0,0.65,0.0,1.32,0.2,0.07,0.0,0.0,0.36,1.91,0.02,9.29,0.047864346209246,1,2,4,3,3,2.6,1.019803902718557
ClickHM,click_54_103067_34.jpg,H,5,1.33,0.0,0.42,1.97,0.0,0.0,0.4,1.09,0.0,1.87,0.5,0.0,0.0,0.0,1.44,0.42,0.0,9.44,0.0456232373489765,2,2,3,2,4,2.6,0.8
ClickHM,click_55_94289_56.jpg,H,9,0.18,0.0,2.67,0.0,0.28,1.43,1.13,0.0,0.0,0.0,0.64,0.0,0.0,0.0,2.13,0.8,0.41,9.67,0.0543932047639793,3,6,5,5,4,4.6,1.0198039027185568
ClickHM,click_24_44209_45.jpg,H,6,1.45,0.21,0.63,1.47,0.0,1.24,0.54,1.47,0.25,0.0,1.29,0.0,0.0,0.0,1.26,0.0,0.0,9.81,0.04431608538992,5,6,6,6,3,5.2,1.16619037896906
ClickHM,click_70_122321_32.jpg,H,1,0.51,0.04,0.11,0.0,0.16,0.0,0.32,0.71,0.37,2.43,0.05,0.0,0.33,0.03,2.24,2.45,0.19,9.94,0.0531716567428709,5,2,2,2,2,2.6,1.2000000000000002
ClickHM,click_27_134617_71.jpg,H,7,1.3,1.42,0.49,1.31,1.24,0.0,0.26,0.9,0.38,1.08,0.11,0.99,0.0,0.05,0.0,0.0,0.46,9.99,0.0477819308828763,1,5,5,4,3,3.6,1.4966629547095764
ClickHM,click_60_32473_69.jpg,H,2,0.95,0.0,2.74,0.54,0.0,0.0,0.23,1.03,0.0,1.37,0.58,0.0,0.0,0.0,0.89,1.75,0.0,10.080000000000002,0.0506504631509335,5,4,5,1,4,3.8,1.469693845669907
ClickHM,click_76_98217_21.jpg,H,5,1.78,1.57,0.0,2.28,0.65,0.0,0.0,0.0,1.12,0.0,0.79,0.96,0.34,0.0,0.23,0.0,0.38,10.100000000000003,0.055148215030429,1,2,2,6,1,2.4,1.8547236990991407
ClickHM,click_53_47771_129.jpg,H,8,2.14,0.0,1.88,1.71,0.0,0.04,1.48,0.39,0.0,1.15,1.07,0.07,0.0,0.0,0.19,0.0,0.0,10.12,0.0541494995577273,1,5,5,5,5,4.2,1.6000000000000003
ClickHM,click_36_89585_26.jpg,H,6,0.0,0.0,1.29,0.0,0.0,0.23,1.58,0.0,0.0,0.0,0.11,2.32,0.71,0.0,0.33,2.73,1.22,10.52,0.0599915569669498,4,4,5,3,2,3.6,1.019803902718557
ClickHM,click_25_111002_90.jpg,H,2,1.4,0.0,0.97,0.0,0.41,0.24,0.0,2.47,1.54,1.3,0.33,0.28,0.0,0.0,1.33,0.0,0.3,10.57,0.0428753131813779,3,3,3,3,5,3.4,0.8
ClickHM,click_48_105433_34.jpg,H,10,0.27,0.07,0.96,0.0,0.4,0.63,1.29,0.63,0.2,0.17,1.13,0.54,0.0,0.0,1.38,2.45,0.48,10.6,0.0538236882754774,4,4,3,4,2,3.4,0.8
ClickHM,click_42_22364_57.jpg,H,6,3.25,1.74,0.85,0.88,0.0,0.0,0.0,0.71,0.04,0.88,0.92,0.36,0.44,0.0,0.59,0.0,0.0,10.659999999999998,0.0565720776570329,3,1,4,3,3,2.8,0.9797958971132712
ClickHM,click_73_14585_17.jpg,H,3,2.79,2.14,2.13,2.08,0.0,0.0,0.0,0.0,0.0,0.65,0.28,0.02,0.0,0.0,0.68,0.0,0.0,10.77,0.0629401133865937,3,3,4,4,7,4.2,1.469693845669907
ClickHM,click_59_44209_57.jpg,H,4,1.72,0.24,0.67,1.7,0.0,0.98,0.09,0.56,0.63,0.0,2.02,1.18,0.8,0.0,0.37,0.0,0.0,10.96,0.0562771586467275,2,2,2,6,3,3.0,1.5491933384829668
ClickHM,click_44_137498_67.jpg,H,3,1.93,0.0,1.3,2.13,0.0,0.0,0.5,0.56,0.0,0.52,1.98,0.0,0.29,0.14,1.18,0.46,0.0,10.99,0.0576672472037545,3,3,4,4,7,4.2,1.469693845669907
ClickHM,click_32_112305_14.jpg,H,5,1.47,0.95,1.49,0.0,0.0,0.04,0.0,1.62,0.62,0.92,0.44,1.4,0.27,0.05,0.55,1.01,0.18,11.010000000000002,0.0493661996956725,2,3,3,6,4,3.6,1.3564659966250538
ClickHM,click_66_50650_9.jpg,H,4,1.22,2.02,0.76,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.47,2.94,0.0,11.04,0.0649467678466243,2,4,4,5,3,3.6,1.019803902718557
ClickHM,click_52_111353_80.jpg,H,7,1.3,2.19,0.0,2.14,0.0,0.0,0.0,1.5,0.37,0.78,0.56,1.37,0.0,0.0,0.13,0.7,0.0,11.04,0.0526374302918356,4,4,5,3,3,3.8,0.7483314773547882
ClickHM,click_49_91433_85.jpg,H,2,2.05,0.0,0.14,1.46,0.38,0.0,0.0,1.68,0.0,1.35,1.32,0.42,1.55,0.0,0.42,0.49,0.0,11.260000000000002,0.0519389754547323,2,2,4,1,2,2.2,0.9797958971132712
ClickHM,click_23_45818_2.jpg,H,4,0.72,0.67,0.0,0.0,0.48,0.71,0.0,0.05,1.72,0.0,0.79,0.0,0.7,0.0,2.32,1.49,1.66,11.31,0.0615395259642455,3,4,2,4,3,3.2,0.7483314773547882
ClickHM,click_77_80898_58.jpg,H,8,2.65,1.85,1.2,2.21,0.0,0.0,0.0,0.7,0.45,0.13,0.65,0.04,0.09,0.28,1.16,0.0,0.0,11.409999999999998,0.0606692320405957,2,4,3,5,5,3.8,1.16619037896906
ClickHM,click_59_124105_69.jpg,H,7,0.5,0.0,1.39,0.0,0.07,0.53,0.36,1.95,0.04,1.07,0.92,1.14,0.0,0.0,0.67,1.39,1.43,11.46,0.0500314100763202,5,3,3,1,2,2.8,1.32664991614216
ClickHM,click_57_130041_82.jpg,H,7,1.93,0.37,0.0,0.2,0.82,0.14,0.18,1.0,1.58,1.87,0.21,0.32,1.74,0.0,0.8,0.0,0.6,11.760000000000002,0.0584423559807176,5,4,5,3,4,4.2,0.7483314773547882
ClickHM,click_29_52443_67.jpg,H,9,2.33,1.0,0.84,0.0,0.33,0.0,0.91,1.06,0.0,1.8,0.71,0.46,0.0,1.03,0.0,0.9,0.44,11.81,0.0580341546484603,3,5,5,4,5,4.4,0.7999999999999999
ClickHM,click_69_76209_8.jpg,H,8,0.17,0.87,0.02,1.98,0.38,0.59,1.12,0.33,0.0,0.88,0.0,0.02,0.93,0.15,2.03,2.58,0.0,12.05,0.0653581924888477,3,2,2,6,6,3.8,1.833030277982336
ClickHM,click_67_30281_4.jpg,H,4,0.32,0.03,2.79,1.05,0.13,0.36,0.06,0.5,0.07,0.84,1.29,2.3,0.34,1.31,0.0,0.0,0.67,12.06,0.0648294092892248,3,5,7,4,3,4.4,1.4966629547095764
ClickHM,click_70_144050_46.jpg,H,9,2.96,1.25,2.82,0.0,0.0,0.0,0.0,0.92,0.27,0.97,0.77,1.67,0.0,0.0,0.0,0.62,0.0,12.249999999999998,0.066222152314506,2,4,3,2,4,3.0,0.8944271909999159
ClickHM,click_63_113281_173.jpg,H,5,0.0,0.0,0.97,0.0,2.14,0.75,0.08,0.59,1.5,2.38,0.0,0.18,0.0,0.27,2.61,0.6,0.28,12.349999999999998,0.0670319833017101,1,4,2,4,2,2.6,1.2000000000000002
ClickHM,click_83_49429_19.jpg,H,10,1.64,0.0,1.29,2.23,0.0,0.0,0.09,0.76,0.0,0.8,0.69,0.0,0.0,0.17,2.08,2.78,0.16,12.69,0.0685038488909803,4,4,4,4,4,4.0,0.0
ClickHM,click_46_111002_22.jpg,H,3,1.69,0.21,1.31,0.33,0.0,0.48,0.0,2.49,1.0,2.8,0.22,0.15,0.0,0.0,1.46,0.54,0.16,12.84,0.0575802127069443,3,3,5,5,7,4.6,1.4966629547095764
ClickHM,click_68_112305_89.jpg,H,1,1.59,0.6,1.78,0.0,0.0,0.58,0.0,2.01,0.7,1.16,0.49,1.41,0.0,0.0,0.89,1.74,0.16,13.11,0.0596854995553323,2,2,2,2,2,2.0,0.0
ClickHM,click_47_82209_71.jpg,H,10,1.71,1.48,2.41,1.31,0.3,0.0,0.02,1.33,0.39,0.52,0.57,0.3,0.0,0.0,1.59,1.11,0.38,13.42,0.0661795075613418,4,4,3,4,3,3.6,0.4898979485566356
ClickHM,click_79_15806_66.jpg,H,3,1.74,1.34,1.21,2.28,0.79,0.86,0.0,1.01,0.24,0.0,0.88,0.52,0.0,0.0,1.23,1.4,0.0,13.500000000000002,0.0679462465414642,2,3,6,3,4,3.6,1.3564659966250536
ClickHM,click_56_86409_69.jpg,H,5,0.83,0.0,0.94,1.33,0.62,0.64,0.0,2.89,1.18,0.64,0.24,1.72,0.77,0.08,1.07,0.58,0.0,13.53,0.0557139433220362,2,6,4,4,3,3.8,1.32664991614216
ClickHM,click_80_32889_40.jpg,H,7,1.69,0.1,1.84,1.09,0.76,2.06,0.85,1.62,0.0,0.0,0.0,0.0,0.6,0.0,2.51,0.43,0.0,13.549999999999995,0.0668210872135556,4,5,5,5,5,4.8,0.3999999999999999
ClickHM,click_84_49429_0.jpg,H,4,0.95,0.0,1.53,2.17,0.0,0.0,0.41,0.77,0.47,2.2,0.89,0.0,0.0,0.0,1.9,2.08,0.22,13.590000000000002,0.0721386365438554,4,5,5,5,4,4.6,0.4898979485566356
ClickHM,click_72_53385_93.jpg,H,3,2.69,0.98,1.13,0.13,1.18,0.99,0.0,1.27,0.61,2.05,0.16,1.61,0.29,0.48,0.0,1.03,0.0,14.599999999999996,0.073715579239956,3,2,4,2,5,3.2,1.16619037896906
ClickHM,click_81_98377_72.jpg,H,10,2.27,0.44,1.5,0.73,0.8,1.44,0.0,1.54,0.96,1.62,0.0,0.83,0.0,0.0,1.49,1.38,0.05,15.05,0.073680281299229,4,5,5,4,4,4.4,0.4898979485566356
ClickHM,click_63_67393_105.jpg,H,9,0.0,0.12,4.27,0.49,0.94,1.03,1.57,1.69,0.13,1.43,0.23,0.11,0.99,0.0,1.08,1.25,0.0,15.33,0.0812283291698092,3,6,5,2,5,4.2,1.469693845669907
ClickHM,click_78_15234_88.jpg,H,6,0.97,1.23,1.15,1.74,0.84,0.0,0.0,2.07,1.43,1.74,0.61,0.0,0.0,0.0,2.03,1.54,0.0,15.349999999999998,0.0727033335786002,6,6,6,5,2,5.0,1.5491933384829668
ClickHM,click_64_100441_94.jpg,H,7,1.66,0.0,1.3,0.82,0.5,0.21,0.12,1.93,1.16,0.93,0.24,1.29,2.26,0.0,1.27,0.0,1.72,15.41,0.0734601667728817,2,6,4,5,2,3.8,1.6
ClickHM,click_21_21945_75.jpg,H,9,1.39,0.0,0.0,1.54,0.81,0.15,0.0,4.07,0.45,0.41,0.67,1.72,1.59,0.0,1.5,2.49,0.0,16.79,0.0703833629674224,4,6,5,3,4,4.4,1.0198039027185568
ClickHM,click_71_60121_12.jpg,H,1,3.35,1.46,1.67,2.98,0.02,0.0,0.14,0.82,1.36,2.56,0.0,0.8,0.0,0.0,0.0,1.55,0.61,17.32,0.0984887532265473,4,3,3,2,2,2.8,0.7483314773547882
ClickHM,click_74_46817_63.jpg,H,6,0.0,0.0,0.06,0.0,3.42,2.99,1.54,1.95,3.69,1.5,0.0,0.0,0.0,0.27,1.79,1.07,0.0,18.28,0.1021172938771823,6,6,5,4,6,5.4,0.8
ClickHM,click_80_117546_139.jpg,H,3,0.0,0.0,0.72,1.0,1.18,0.44,1.57,1.87,0.0,2.94,3.94,0.34,0.0,0.87,0.46,1.91,1.09,18.33,0.0980949828335892,3,1,2,2,5,2.6,1.3564659966250538
ClickHM,click_75_130041_15.jpg,H,4,1.36,0.18,0.59,0.0,1.28,0.69,0.0,1.99,2.44,3.2,0.0,0.0,1.82,0.0,3.52,0.63,1.93,19.63,0.1060425931230073,4,4,5,4,4,4.2,0.3999999999999999
ClickHM,click_65_77817_90.jpg,H,1,0.21,0.0,2.1,0.0,2.37,2.53,2.24,1.99,0.39,1.2,0.49,0.0,2.18,0.0,3.63,2.4,0.0,21.73,0.1195457692576774,7,6,6,4,7,6.0,1.095445115010332
